,ranking,school_name,school_type,address,city,zipcode,county,district,is_charter,is_magnet,is_title_i,total_students,fullt_time_teachers,student_teacher_ratio,free_lunch_recipient,white,black,hispanic,asian,total_expenditure_per_pupil,ranking_quartile,type_is_Top 25th Percentile,type_is_50th Percentile,type_is_75th Percentile,type_is_Bottom 25th Percentile,lunch_eligibity_high,lunch_eligibity_high_False,lunch_eligibity_high_True
289,688,Urban Assembly Institute Of Math And Science For Young Women,Public,283 Adams St,Brooklyn,11201,Kings County,New York City Geographic District #13,No,No,Yes,506,36.0,14.0,82.0,56 (11.1%),310 (61.3%),75 (14.8%),40 (7.9%),,50th Percentile,0,1,0,0,True,0,1
290,691,Brownsville Collegiate Charter School,"Public, Charter",364 Sackman St-4th Fl,Brooklyn,11212,Kings County,Brownsville Collegiate Charter School,Yes,No,Yes,353,30.0,11.7,81.3,4 (1.1%),240 (68.0%),95 (26.9%),3 (0.8%),,50th Percentile,0,1,0,0,True,0,1
291,695,Ps/Is 217 Roosevelt Island,Public,645 Main St,Roosevelt Island,10044,New York County,New York City Geographic District # 2,No,No,No,615,39.0,15.7,33.5,220 (35.8%),83 (13.5%),91 (14.8%),157 (25.5%),,50th Percentile,0,1,0,0,False,1,0
292,715,Legacy College Preparatory Charter School,"Public, Charter",400 E 145th St,Bronx,10454,Bronx County,Legacy College Preparatory Charter School,Yes,No,Yes,252,14.0,18.0,88.5,2 (0.8%),82 (32.5%),163 (64.7%),1 (0.4%),,75th Percentile,0,0,1,0,True,0,1
293,716,Brooklyn Urban Garden Charter School,"Public, Charter",500 19th St,Brooklyn,11215,Kings County,Brooklyn Urban Garden Charter School,Yes,No,Yes,286,38.0,7.5,63.6,47 (16.4%),105 (36.7%),109 (38.1%),9 (3.1%),,75th Percentile,0,0,1,0,False,1,0
294,718,Hebrew Language Academy Charter School,"Public, Charter",2186 Mill Ave,Brooklyn,11234,Kings County,Hebrew Language Academy Charter School,Yes,No,Yes,720,68.0,10.6,65.8,260 (36.1%),404 (56.1%),37 (5.1%),12 (1.7%),,75th Percentile,0,0,1,0,False,1,0
295,720,Metropolitan Lighthouse Charter School,"Public, Charter, Alternative",180 W 165th St,Bronx,10452,Bronx County,Metropolitan Lighthouse Charter School,Yes,No,Yes,606,52.0,11.6,87.6,6 (1.0%),205 (33.8%),382 (63.0%),1 (0.2%),,75th Percentile,0,0,1,0,True,0,1
296,727,Middle School 358,"Public, Magnet",88-06 164th St,Jamaica,11432,Queens County,New York City Geographic District #28,No,Yes,Yes,366,26.0,14.0,85.5,8 (2.2%),90 (24.6%),168 (45.9%),84 (23.0%),,75th Percentile,0,0,1,0,True,0,1
297,741,Kappa,Public,3630 3rd Ave,Bronx,10456,Bronx County,New York City Geographic District # 9,No,No,Yes,333,29.0,11.4,87.1,9 (2.7%),161 (48.3%),151 (45.3%),8 (2.4%),,75th Percentile,0,0,1,0,True,0,1
298,742,Sunset Park Prep,Public,4004 4th Ave,Brooklyn,11232,Kings County,New York City Geographic District #15,No,No,Yes,528,41.0,12.8,92.6,17 (3.2%),8 (1.5%),402 (76.1%),101 (19.1%),,75th Percentile,0,0,1,0,True,0,1
299,749,Teachers College Community School,Public,223 W 132nd St,New York,10027,New York County,New York City Geographic District # 5,No,No,No,311,21.0,14.8,48.9,43 (13.8%),118 (37.9%),124 (39.9%),8 (2.6%),,75th Percentile,0,0,1,0,False,1,0
300,754,Inwood Academy For Leadership Charter School,"Public, Charter",3896 10th Ave,New York,10034,New York County,Inwood Academy For Leadership Charter School,Yes,No,Yes,916,67.0,13.6,86.9,7 (0.8%),45 (4.9%),848 (92.6%),4 (0.4%),,75th Percentile,0,0,1,0,True,0,1
301,756,Is 250 Robert F Kennedy Community Middle School (The),Public,158-40 76th Rd,Flushing,11366,Queens County,New York City Geographic District #25,No,No,Yes,363,31.0,11.7,86.5,27 (7.4%),91 (25.1%),113 (31.1%),111 (30.6%),,75th Percentile,0,0,1,0,True,0,1
302,757,Frederick Douglass Academy VIII Middle School,Public,1400 Pennsylvania Ave,Brooklyn,11239,Kings County,New York City Geographic District #19,No,No,Yes,336,23.0,14.6,89.9,10 (3.0%),235 (69.9%),69 (20.5%),17 (5.1%),,75th Percentile,0,0,1,0,True,0,1
303,758,Is 303 Herbert S Eisenberg,Public,501 West Ave,Brooklyn,11224,Kings County,New York City Geographic District #21,No,No,Yes,568,32.0,17.7,74.3,162 (28.5%),56 (9.9%),218 (38.4%),110 (19.4%),,75th Percentile,0,0,1,0,True,0,1
304,764,Hyde Leadership Charter School,"Public, Charter, Alternative",730 Bryant Ave,Bronx,10474,Bronx County,Hyde Leadership Charter School,Yes,No,Yes,976,118.0,8.2,89.7,8 (0.8%),278 (28.5%),681 (69.8%),3 (0.3%),,75th Percentile,0,0,1,0,True,0,1
305,766,Ps/Middle School 280 Mosholu Parkway,Public,3202 Steuben Ave,Bronx,10467,Bronx County,New York City Geographic District #10,No,No,Yes,810,64.0,12.6,93.2,40 (4.9%),62 (7.7%),625 (77.2%),44 (5.4%),,75th Percentile,0,0,1,0,True,0,1
306,768,East Harlem Scholars Academy Charter School,"Public, Charter, Alternative",2050 2nd Ave,New York,10026,New York County,East Harlem Scholars Academy Charter School,Yes,No,Yes,586,52.0,11.3,99.7,23 (3.9%),140 (23.9%),392 (66.9%),9 (1.5%),,75th Percentile,0,0,1,0,True,0,1
307,770,Bedford Stuyvesant New Beginnings Charter School,"Public, Charter",82 Lewis Ave,Brooklyn,11206,Kings County,Bedford Stuyvesant New Beginnings Charter School,Yes,No,Yes,702,76.0,9.2,90.0,6 (0.9%),346 (49.3%),341 (48.6%),0 (0.0%),,75th Percentile,0,0,1,0,True,0,1
308,771,South Bronx Preparatory - A College Board School,Public,360 E 145th St,Bronx,10454,Bronx County,New York City Geographic District # 7,No,No,Yes,655,47.0,13.9,94.4,12 (1.8%),159 (24.3%),468 (71.5%),10 (1.5%),,75th Percentile,0,0,1,0,True,0,1
309,772,Junior High School 50 John D Wells,Public,183 S 3rd St,Brooklyn,11211,Kings County,New York City Geographic District #14,No,No,Yes,324,27.0,11.9,88.9,6 (1.9%),68 (21.0%),243 (75.0%),4 (1.2%),,75th Percentile,0,0,1,0,True,0,1
310,773,Middle School 324 Patria Mirabal,Public,21 Jumel Pl,New York,10032,New York County,New York City Geographic District # 6,No,No,Yes,339,33.0,10.2,91.4,12 (3.5%),38 (11.2%),285 (84.1%),3 (0.9%),,75th Percentile,0,0,1,0,True,0,1
311,783,Democracy Prep Harlem Charter School,"Public, Charter, Alternative",207 W 133rd St,New York,10030,New York County,Democracy Prep Harlem Charter School,Yes,No,Yes,1033,85.0,12.1,86.9,7 (0.7%),661 (64.0%),336 (32.5%),4 (0.4%),,75th Percentile,0,0,1,0,True,0,1
312,785,Quest To Learn,Public,351 W 18th St,New York,10011,New York County,New York City Geographic District # 2,No,No,Yes,543,44.0,12.3,71.8,101 (18.6%),116 (21.4%),236 (43.5%),68 (12.5%),,75th Percentile,0,0,1,0,False,1,0
313,787,Kingsborough Early College School,Public,2630 Benson Ave,Brooklyn,11214,Kings County,New York City Geographic District #21,No,No,Yes,668,39.0,17.1,69.5,226 (33.8%),166 (24.9%),213 (31.9%),46 (6.9%),,75th Percentile,0,0,1,0,False,1,0
314,788,Ps/Is 218 Rafael Hernandez Dual Language Magnet School,Public,1220 Gerard Ave,Bronx,10452,Bronx County,New York City Geographic District # 9,No,No,Yes,1035,77.0,13.4,85.9,11 (1.1%),49 (4.7%),940 (90.8%),24 (2.3%),,75th Percentile,0,0,1,0,True,0,1
315,791,Ps 99 Isaac Asimov,Public,1120 E 10th St,Brooklyn,11230,Kings County,New York City Geographic District #21,No,No,Yes,853,54.0,15.7,70.8,280 (32.8%),52 (6.1%),148 (17.4%),367 (43.0%),,75th Percentile,0,0,1,0,False,1,0
316,793,Junior High School 217 Robert A Van Wyck,Public,85-05 144th St,Jamaica,11435,Queens County,New York City Geographic District #28,No,No,Yes,1667,100.0,16.6,70.3,66 (4.0%),262 (15.7%),691 (41.5%),540 (32.4%),,75th Percentile,0,0,1,0,False,1,0
317,794,Community Action School-Middle School 258,Public,154 W 93rd St,New York,10025,New York County,New York City Geographic District # 3,No,No,Yes,240,23.0,10.2,82.5,20 (8.3%),84 (35.0%),128 (53.3%),6 (2.5%),,75th Percentile,0,0,1,0,True,0,1
318,803,Academy Of Applied Mathematics And Technology,Public,345 Brook Ave,Bronx,10454,Bronx County,No,No,No,(718) 292-3883,310,21.0,14.7,92.6,3 (1.0%),88 (28.4%),211 (68.1%),4 (1.3%),,75th Percentile,0,0,1,0,True,0,1
319,804,One World Middle School At Edenwald,Public,3750 Baychester Ave,Bronx,10466,Bronx County,No,No,No,(718) 515-6780,341,35.0,9.7,88.3,4 (1.2%),191 (56.0%),120 (35.2%),11 (3.2%),,75th Percentile,0,0,1,0,True,0,1
320,805,Jean Nuzzi Intermediate School,Public,213-10 92nd Ave,Queens Village,11428,Bronx County,No,No,No,(718) 465-0651,1164,74.0,15.7,65.4,39 (3.4%),470 (40.4%),212 (18.2%),361 (31.0%),,75th Percentile,0,0,1,0,False,1,0
321,807,Goldie Maple Academy,Public,3-65 Beach 56th St,Arverne,11692,Bronx County,No,No,No,(718) 945-3300,398,27.0,14.7,66.8,8 (2.0%),272 (68.3%),89 (22.4%),9 (2.3%),,75th Percentile,0,0,1,0,False,1,0
322,808,Brooklyn Science And Engineering Academy,Public,5404 Tilden Ave,Brooklyn,11203,Bronx County,No,No,No,(718) 240-3790,318,22.0,14.4,77.7,3 (0.9%),296 (93.1%),13 (4.1%),2 (0.6%),,75th Percentile,0,0,1,0,True,0,1
323,813,Isaac Newton Middle Sschool For Math And Science,Public,260 Pleasant Ave,New York,10029,New York County,No,No,No,(212) 860-6006,239,18.0,13.2,88.3,4 (1.7%),52 (21.8%),168 (70.3%),11 (4.6%),,75th Percentile,0,0,1,0,True,0,1
324,815,Junior High School 210 Elizabeth Blackwell,Public,93-11 101st Ave,Ozone Park,11416,Bronx County,No,No,No,(718) 845-5942,1873,122.0,15.3,81.0,73 (3.9%),85 (4.5%),"1,117 (59.6%)",516 (27.5%),,75th Percentile,0,0,1,0,True,0,1
325,819,Creston Academy,Public,125 E 181st St,Bronx,10453,Bronx County,No,No,No,(718) 367-5035,457,35.0,13.0,95.0,5 (1.1%),51 (11.2%),389 (85.1%),7 (1.5%),,75th Percentile,0,0,1,0,True,0,1
326,832,Is 204 Oliver W Holmes,Public,36-41 28th St,Long Island City,11106,New York County,No,No,No,(718) 937-1463,460,40.0,11.4,88.5,28 (6.1%),88 (19.1%),268 (58.3%),70 (15.2%),,75th Percentile,0,0,1,0,True,0,1
327,835,New York City Charter School Of The Arts,"Public, Charter",26 Broadway-12th Fl,New York,10004,New York County,Yes,No,No,(646) 793-6320,273,23.0,11.7,40.7,31 (11.4%),104 (38.1%),118 (43.2%),4 (1.5%),,75th Percentile,0,0,1,0,False,1,0
328,845,Junior High School 127 Castle Hill (The),Public,1560 Purdy St,Bronx,10462,Bronx County,No,No,No,(718) 892-8600,845,60.0,14.0,73.7,22 (2.6%),189 (22.4%),342 (40.5%),257 (30.4%),,75th Percentile,0,0,1,0,True,0,1
329,849,Ps 37 Multiple Intelligence School,Public,360 W 230th St,Bronx,10463,Bronx County,No,No,No,(718) 796-0360,624,44.0,14.1,85.7,13 (2.1%),132 (21.2%),458 (73.4%),10 (1.6%),,75th Percentile,0,0,1,0,True,0,1
330,850,Is 285 Meyer Levin,Public,5909 Beverly Rd,Brooklyn,11203,Bronx County,No,No,No,(718) 451-2200,749,49.0,15.2,76.2,5 (0.7%),695 (92.8%),29 (3.9%),5 (0.7%),,75th Percentile,0,0,1,0,True,0,1
331,854,Junior High School 78 Roy H Mann,Public,1420 E 68th St,Brooklyn,11234,Kings County,No,No,No,(718) 763-4701,573,38.0,15.0,74.5,78 (13.6%),375 (65.4%),63 (11.0%),39 (6.8%),,75th Percentile,0,0,1,0,True,0,1
332,861,School For Global Leaders,Public,145 Stanton St,New York,10002,New York County,No,No,No,(212) 260-5375,252,33.0,7.5,84.1,11 (4.4%),59 (23.4%),142 (56.3%),32 (12.7%),,75th Percentile,0,0,1,0,True,0,1
333,866,Ps 127 Aerospace Science Magnet School,Public,98-01 25th Ave,East Elmhurst,11369,New York County,No,No,No,(718) 446-4700,1264,89.0,14.1,85.4,22 (1.7%),123 (9.7%),946 (74.8%),160 (12.7%),,75th Percentile,0,0,1,0,True,0,1
334,867,Eagle Academy For Young Men II,Public,1137 Herkimer St,Brooklyn,11233,New York County,No,No,No,(718) 495-0863,652,44.0,14.8,79.6,1 (0.2%),581 (89.1%),55 (8.4%),3 (0.5%),,75th Percentile,0,0,1,0,True,0,1
335,871,Junior High School 14 Shell Bank,Public,2424 Batchelder St,Brooklyn,11235,Kings County,No,No,No,(718) 743-0220,527,44.0,11.9,85.2,165 (31.3%),190 (36.1%),82 (15.6%),72 (13.7%),,75th Percentile,0,0,1,0,True,0,1
336,872,Is 59 Springfield Gardens,Public,132-55 Ridgedale St,Springfield Gardens,11413,Bronx County,No,No,No,(718) 527-3501,603,39.0,15.6,65.3,7 (1.2%),524 (86.9%),37 (6.1%),10 (1.7%),,75th Percentile,0,0,1,0,False,1,0
337,874,New School For Leadership And Journalism (The),Public,120 W 231st St,Bronx,10463,Bronx County,No,No,No,(718) 601-2869,749,56.0,13.3,98.1,12 (1.6%),80 (10.7%),625 (83.4%),24 (3.2%),,75th Percentile,0,0,1,0,True,0,1
338,876,Is 528 Bea Fuller Rodgers School,Public,180 Wadsworth Ave,New York,10033,New York County,No,No,No,(212) 740-4900,230,13.0,17.6,96.5,3 (1.3%),2 (0.9%),223 (97.0%),1 (0.4%),,75th Percentile,0,0,1,0,True,0,1
339,878,Washington Heights Expeditionary Learning School,"Public, Alternative",511 W 182nd St,New York,10033,New York County,No,No,No,(212) 781-0524,870,68.0,12.7,80.6,30 (3.4%),30 (3.4%),794 (91.3%),10 (1.1%),,75th Percentile,0,0,1,0,True,0,1
340,880,Middle School 35 Stephen Decatur,Public,272 McDonough St,Brooklyn,11233,New York County,No,No,No,(718) 574-2345,223,14.0,15.9,88.3,3 (1.3%),186 (83.4%),29 (13.0%),3 (1.3%),,75th Percentile,0,0,1,0,True,0,1
341,881,Blueprint Middle School,Public,1111 Pugsley Ave,Bronx,10472,Bronx County,No,No,No,(718) 822-2780,669,50.0,13.3,89.4,43 (6.4%),82 (12.3%),373 (55.8%),153 (22.9%),,75th Percentile,0,0,1,0,True,0,1
342,885,Knowledge And Power Preparatory Academy III,Public,2055 Mapes Ave,Bronx,10460,Bronx County,No,No,No,(718) 561-3580,388,26.0,14.9,90.7,1 (0.3%),100 (25.8%),274 (70.6%),8 (2.1%),,75th Percentile,0,0,1,0,True,0,1
343,886,Junior High School 292 Margaret S Douglas,Public,301 Vermont St,Brooklyn,11207,Bronx County,No,No,No,(718) 498-6562,556,41.0,13.5,94.1,17 (3.1%),273 (49.1%),175 (31.5%),70 (12.6%),,75th Percentile,0,0,1,0,True,0,1
344,889,Pathways College Preparatory School: A College Board School,Public,109-89 204th St,Saint Albans,11412,Bronx County,No,No,No,(718) 454-4957,587,36.0,16.2,76.0,7 (1.2%),493 (84.0%),29 (4.9%),30 (5.1%),,75th Percentile,0,0,1,0,True,0,1
345,894,Middle School 129 Academy For Independent Learning And Leadership,Public,2055 Mapes Ave,Bronx,10460,Bronx County,No,No,No,(718) 933-5976,543,40.0,13.5,90.1,10 (1.8%),126 (23.2%),384 (70.7%),15 (2.8%),,75th Percentile,0,0,1,0,True,0,1
346,897,Bronx Park Middle School,Public,2441 Wallace Ave,Bronx,10467,Bronx County,No,No,No,(718) 652-6090,409,36.0,11.3,93.2,47 (11.5%),76 (18.6%),250 (61.1%),27 (6.6%),,75th Percentile,0,0,1,0,True,0,1
347,902,Bronx Community Charter School,"Public, Charter",3170 Webster Ave,Bronx,10467,Bronx County,Bronx Community Charter School,Yes,No,Yes,509,58.0,8.7,86.8,19 (3.7%),121 (23.8%),345 (67.8%),16 (3.1%),,75th Percentile,0,0,1,0,True,0,1
348,903,Ps 89,Public,980 Mace Ave,Bronx,10469,Bronx County,New York City Geographic District #11,No,No,Yes,1552,91.0,17.0,76.6,229 (14.8%),308 (19.8%),840 (54.1%),150 (9.7%),,75th Percentile,0,0,1,0,True,0,1
349,904,Young Women's Leadership School Of Brooklyn,Public,325 Bushwick Ave,Brooklyn,11206,Kings County,New York City Geographic District #14,No,No,Yes,384,30.0,12.8,79.2,19 (4.9%),177 (46.1%),165 (43.0%),11 (2.9%),,75th Percentile,0,0,1,0,True,0,1
350,910,Liberty Avenue Middle School,Public,350 Linwood St,Brooklyn,11208,Kings County,New York City Geographic District #19,No,No,Yes,486,37.0,13.1,95.5,9 (1.9%),104 (21.4%),339 (69.8%),22 (4.5%),,75th Percentile,0,0,1,0,True,0,1
351,913,Middle School 582,"Public, Magnet",207 Bushwick Ave,Brooklyn,11206,Kings County,New York City Geographic District #14,No,Yes,Yes,289,20.0,14.4,82.7,5 (1.7%),70 (24.2%),207 (71.6%),2 (0.7%),,75th Percentile,0,0,1,0,True,0,1
352,917,Is 51 Edwin Markham,Public,80 Willowbrook Rd,Staten Island,10302,Richmond County,New York City Geographic District #31,No,No,Yes,1335,96.0,13.9,77.9,304 (22.8%),300 (22.5%),644 (48.2%),61 (4.6%),,75th Percentile,0,0,1,0,True,0,1
353,920,Unity Preparatory Charter School Of Brooklyn,"Public, Charter",432 Monroe St,Brooklyn,11221,Kings County,Unity Preparatory Charter School Of Brooklyn,Yes,No,Yes,513,56.0,9.1,61.8,6 (1.2%),407 (79.3%),87 (17.0%),5 (1.0%),,75th Percentile,0,0,1,0,False,1,0
354,922,Collegiate Academy-Math-Personal Awa,"Public, Charter",1962-84 Linden Blvd,Brooklyn,11207,Kings County,Collegiate Academy-Math-Personal Awa,Yes,No,Yes,109,7.0,15.5,93.6,0 (0.0%),92 (84.4%),14 (12.8%),2 (1.8%),,75th Percentile,0,0,1,0,True,0,1
355,924,Middle School 61 Dr Gladstone H Atwell,Public,400 Empire Blvd,Brooklyn,11225,Kings County,New York City Geographic District #17,No,No,Yes,671,43.0,15.6,72.3,4 (0.6%),574 (85.5%),70 (10.4%),5 (0.7%),,75th Percentile,0,0,1,0,True,0,1
356,925,Waterside School For Leadership,Public,190 Beach 110th St,Rockaway Park,11694,Queens County,New York City Geographic District #27,No,No,Yes,245,22.0,11.1,88.2,19 (7.8%),129 (52.7%),83 (33.9%),7 (2.9%),,75th Percentile,0,0,1,0,True,0,1
357,926,Community Partnership Charter School,"Public, Charter",241 Emerson Pl,Brooklyn,11205,Kings County,Community Partnership Charter School,Yes,No,Yes,411,42.0,9.6,87.8,4 (1.0%),315 (76.6%),76 (18.5%),5 (1.2%),,75th Percentile,0,0,1,0,True,0,1
358,927,West Prep Academy,Public,150 W 105th St,New York,10025,New York County,New York City Geographic District # 3,No,No,Yes,198,18.0,11.0,85.4,6 (3.0%),102 (51.5%),87 (43.9%),0 (0.0%),,75th Percentile,0,0,1,0,True,0,1
359,929,In-Technical Academy (Ms/High School 368),Public,2975 Tibbetts Ave,Bronx,10463,Bronx County,New York City Geographic District #10,No,No,Yes,1012,60.0,16.8,85.7,38 (3.8%),82 (8.1%),835 (82.5%),40 (4.0%),,75th Percentile,0,0,1,0,True,0,1
360,933,Junior High School 8 Richard S Grossley,Public,108-35 167th St,Jamaica,11433,Queens County,New York City Geographic District #28,No,No,Yes,386,30.0,12.8,85.2,7 (1.8%),156 (40.4%),105 (27.2%),53 (13.7%),,75th Percentile,0,0,1,0,True,0,1
361,936,Parkside Preparatory Academy,Public,655 Parkside Ave,Brooklyn,11226,Kings County,New York City Geographic District #17,No,No,Yes,473,33.0,14.3,89.0,13 (2.7%),363 (76.7%),68 (14.4%),18 (3.8%),,75th Percentile,0,0,1,0,True,0,1
362,937,Is 349 Math Science And Technology,Public,35 Starr St,Brooklyn,11211,Kings County,New York City Geographic District #32,No,No,Yes,326,27.0,12.0,96.9,3 (0.9%),43 (13.2%),278 (85.3%),2 (0.6%),,75th Percentile,0,0,1,0,True,0,1
363,941,Ps/Is 45 Horace E Greene,Public,84 Schaefer St,Brooklyn,11207,Kings County,New York City Geographic District #32,No,No,Yes,630,42.0,14.9,81.3,28 (4.4%),278 (44.1%),296 (47.0%),20 (3.2%),,75th Percentile,0,0,1,0,True,0,1
364,942,Mott Hall Charter School,"Public, Charter",1260 Franklin Ave,Bronx,10456,Bronx County,Mott Hall Charter School,Yes,No,Yes,269,27.0,9.9,97.8,3 (1.1%),104 (38.7%),156 (58.0%),0 (0.0%),,75th Percentile,0,0,1,0,True,0,1
365,949,Brooklyn Laboratory Charter School,"Public, Charter, Alternative",240 Jay St,Brooklyn,11201,Kings County,Brooklyn Laboratory Charter School,Yes,No,Yes,688,56.0,12.2,97.5,7 (1.0%),531 (77.2%),119 (17.3%),12 (1.7%),,75th Percentile,0,0,1,0,True,0,1
366,950,Children's Aid College Preparatory Charter School,"Public, Charter",1919 Prospect Ave,Bronx,10457,Bronx County,Children's Aid College Preparatory Charter School,Yes,No,Yes,586,56.0,10.4,76.3,9 (1.5%),251 (42.8%),307 (52.4%),5 (0.9%),,75th Percentile,0,0,1,0,True,0,1
367,951,Wadleigh Perf And Visual Arts,Public,215 W 114th St,New York,10026,New York County,New York City Geographic District # 3,No,No,Yes,310,30.0,10.3,79.0,7 (2.3%),161 (51.9%),128 (41.3%),2 (0.6%),,75th Percentile,0,0,1,0,True,0,1
368,952,Community Health Academy Of The Heights,Public,504 W 158th St,New York,10033,New York County,New York City Geographic District # 6,No,No,Yes,700,56.0,12.4,88.9,13 (1.9%),50 (7.1%),631 (90.1%),4 (0.6%),,75th Percentile,0,0,1,0,True,0,1
369,954,Ps/Middle School 4 Crotona Park West,Public,1701 Fulton Ave,Bronx,10457,Bronx County,New York City Geographic District # 9,No,No,Yes,547,47.0,11.6,94.3,8 (1.5%),284 (51.9%),249 (45.5%),0 (0.0%),,75th Percentile,0,0,1,0,True,0,1
370,957,Middle School 266 Park Place Community Middle School,Public,62 Park Pl,Brooklyn,11217,Kings County,New York City Geographic District #13,No,No,Yes,158,16.0,9.8,81.0,4 (2.5%),114 (72.2%),36 (22.8%),2 (1.3%),,75th Percentile,0,0,1,0,True,0,1
371,959,Ps 84 Jose De Diego,Public,250 Berry St,Brooklyn,11211,Kings County,New York City Geographic District #14,No,No,Yes,763,76.0,10.0,48.5,186 (24.4%),44 (5.8%),467 (61.2%),24 (3.1%),,75th Percentile,0,0,1,0,False,1,0
372,960,Mott Hall Bridges Academy,Public,210 Chester St,Brooklyn,11212,Kings County,New York City Geographic District #23,No,No,Yes,200,18.0,11.1,92.5,3 (1.5%),165 (82.5%),29 (14.5%),2 (1.0%),,75th Percentile,0,0,1,0,True,0,1
373,961,Hamilton Grange Middle School,Public,500 W 138th St,New York,10031,New York County,New York City Geographic District # 6,No,No,Yes,294,26.0,11.3,90.8,10 (3.4%),31 (10.5%),243 (82.7%),5 (1.7%),,75th Percentile,0,0,1,0,True,0,1
374,962,Ps 109,Public,1001 E 45th St,Brooklyn,11210,Kings County,New York City Geographic District #22,No,No,Yes,573,46.0,12.4,83.8,14 (2.4%),452 (78.9%),86 (15.0%),8 (1.4%),,75th Percentile,0,0,1,0,True,0,1
375,971,Is 303 Leadership & Community Service,Public,1700 Macombs Rd,Bronx,10453,Bronx County,New York City Geographic District # 9,No,No,Yes,322,31.0,10.3,98.4,2 (0.6%),88 (27.3%),225 (69.9%),3 (0.9%),,75th Percentile,0,0,1,0,True,0,1
376,974,Ps 161 Pedro Albizu Campos,Public,499 W 133rd St,New York,10027,New York County,New York City Geographic District # 5,No,No,Yes,805,66.0,12.1,93.9,22 (2.7%),165 (20.5%),597 (74.2%),13 (1.6%),,75th Percentile,0,0,1,0,True,0,1
377,979,Junior High School 144 Michelangelo,Public,2545 Gunther Ave,Bronx,10469,Bronx County,New York City Geographic District #11,No,No,Yes,482,37.0,13.0,76.3,19 (3.9%),283 (58.7%),148 (30.7%),27 (5.6%),,75th Percentile,0,0,1,0,True,0,1
378,982,Science And Medicine Middle School (The),Public,965 E 107th St,Brooklyn,11236,Kings County,New York City Geographic District #18,No,No,Yes,396,29.0,13.6,79.8,9 (2.3%),340 (85.9%),36 (9.1%),3 (0.8%),,75th Percentile,0,0,1,0,True,0,1
379,986,Andries Hudde,"Public, Magnet",2500 Nostrand Ave,Brooklyn,11210,Kings County,New York City Geographic District #22,No,Yes,Yes,692,46.0,15.0,82.2,58 (8.4%),399 (57.7%),110 (15.9%),105 (15.2%),,75th Percentile,0,0,1,0,True,0,1
380,988,Middle School 394,Public,188 Rochester Ave,Brooklyn,11213,Kings County,New York City Geographic District #17,No,No,Yes,391,30.0,13.0,85.2,3 (0.8%),277 (70.8%),73 (18.7%),18 (4.6%),,75th Percentile,0,0,1,0,True,0,1
381,990,Cornerstone Academy For Social Action Middle School (Casa),Public,3441 Steenwick Ave,Bronx,10475,Bronx County,New York City Geographic District #11,No,No,Yes,262,19.0,13.7,74.0,4 (1.5%),161 (61.5%),93 (35.5%),0 (0.0%),,75th Percentile,0,0,1,0,True,0,1
382,991,Bronx Latin School,Public,800 Home St,Bronx,10456,Bronx County,New York City Geographic District #12,No,No,Yes,588,50.0,11.7,94.6,9 (1.5%),110 (18.7%),457 (77.7%),7 (1.2%),,75th Percentile,0,0,1,0,True,0,1
383,995,Pelham Gardens Middle School,Public,2545 Gunther Ave,Bronx,10469,Bronx County,New York City Geographic District #11,No,No,Yes,474,29.0,16.3,76.2,21 (4.4%),256 (54.0%),162 (34.2%),18 (3.8%),,75th Percentile,0,0,1,0,True,0,1
384,1002,Archimedes Academy-Math Sci Technical,Public,456 White Plains Rd,Bronx,10473,Bronx County,New York City Geographic District # 8,No,No,Yes,642,48.0,13.3,76.6,11 (1.7%),175 (27.3%),378 (58.9%),68 (10.6%),,75th Percentile,0,0,1,0,True,0,1
385,1006,Ps 95 Sheila Mencher,Public,3961 Hillman Ave,Bronx,10463,Bronx County,New York City Geographic District #10,No,No,Yes,1237,80.0,15.5,81.2,58 (4.7%),206 (16.7%),878 (71.0%),63 (5.1%),,75th Percentile,0,0,1,0,True,0,1
386,1011,Middle School For Art And Philosphy,Public,1084 Lenox Rd,Brooklyn,11212,Kings County,New York City Geographic District #18,No,No,Yes,174,17.0,10.2,89.7,1 (0.6%),151 (86.8%),16 (9.2%),0 (0.0%),,75th Percentile,0,0,1,0,True,0,1
387,1013,John W Lavelle Preparatory Charter School,"Public, Charter, Alternative",1 Corporate Commons-1 Telepor,Staten Island,10311,Richmond County,John W Lavelle Preparatory Charter School,Yes,No,Yes,755,75.0,10.1,58.4,71 (9.4%),312 (41.3%),335 (44.4%),11 (1.5%),,75th Percentile,0,0,1,0,False,1,0
388,1015,Collaborative Arts Middle School,Public,145-00 Springfield Blvd,Springfield Gardens,11413,Queens County,New York City Geographic District #29,No,No,Yes,327,24.0,13.6,78.9,2 (0.6%),270 (82.6%),44 (13.5%),3 (0.9%),,75th Percentile,0,0,1,0,True,0,1
389,1017,Junior High School 162 Willoughby (The),Public,1390 Willoughby Ave,Brooklyn,11237,Kings County,New York City Geographic District #32,No,No,Yes,319,28.0,11.3,87.1,5 (1.6%),11 (3.4%),287 (90.0%),11 (3.4%),,75th Percentile,0,0,1,0,True,0,1
390,1019,Junior High School 226 Virgil I Grisson,Public,121-10 Rockaway Blvd,South Ozone Park,11420,Queens County,New York City Geographic District #27,No,No,Yes,943,59.0,15.9,85.2,17 (1.8%),322 (34.1%),167 (17.7%),273 (29.0%),,75th Percentile,0,0,1,0,True,0,1
