,ranking,school_name,school_type,address,city,zipcode,county,district,is_charter,is_magnet,is_title_i,total_students,full_time_teachers,student_teacher_ratio,free_lunch_recipient,white,black,hispanic,asian,total_expenditure_per_pupil,ranking_quartile,type_is_Top 25th Percentile,type_is_50th Percentile,type_is_75th Percentile,type_is_Bottom 25th Percentile,lunch_eligibity_high,lunch_eligibity_high_False,lunch_eligibity_high_True
551,1451,Goldie Maple Academy,Public,3-65 Beach 56th St,Arverne,11692,Queens County,New York City Geographic District #27,No,No,Yes,398,27.0,14.7,66.8,8 (2.0%),272 (68.3%),89 (22.4%),9 (2.3%),,75th Percentile,0,0,1,0,False,1,0
552,1458,Future Leaders Institute Charter School,"Public, Charter",134 W 122nd St,New York,10027,New York County,Future Leaders Institute Charter School,Yes,No,Yes,370,31.0,11.9,85.9,4 (1.1%),300 (81.1%),60 (16.2%),1 (0.3%),,75th Percentile,0,0,1,0,True,0,1
553,1459,Ps 169 Sunset Park,Public,4305 7th Ave,Brooklyn,11232,Kings County,New York City Geographic District #15,No,No,Yes,1412,109.0,12.9,91.0,54 (3.8%),14 (1.0%),457 (32.4%),871 (61.7%),,75th Percentile,0,0,1,0,True,0,1
554,1462,Ps 142 Amalia Castro,Public,100 Attorney St,New York,10002,New York County,New York City Geographic District # 1,No,No,Yes,357,40.0,8.9,95.8,5 (1.4%),53 (14.8%),279 (78.2%),13 (3.6%),,75th Percentile,0,0,1,0,True,0,1
555,1467,La Cima Charter School,"Public, Charter",800 Gates Ave,Brooklyn,11221,Kings County,La Cima Charter School,Yes,No,Yes,371,31.0,11.9,76.8,5 (1.3%),242 (65.2%),104 (28.0%),5 (1.3%),,75th Percentile,0,0,1,0,True,0,1
556,1471,Ps 225 Eileen E Zaglin (The),Public,1075 Oceanview Ave,Brooklyn,11235,Kings County,New York City Geographic District #21,No,No,Yes,997,72.0,13.7,80.7,414 (41.5%),21 (2.1%),331 (33.2%),215 (21.6%),,75th Percentile,0,0,1,0,True,0,1
557,1472,Ps 153 Adam Clayton Powell,Public,1750 Amsterdam Ave,New York,10031,New York County,New York City Geographic District # 6,No,No,Yes,534,37.0,14.4,89.5,23 (4.3%),93 (17.4%),398 (74.5%),14 (2.6%),,75th Percentile,0,0,1,0,True,0,1
558,1475,Ps 68 Cambridge,Public,59-09 St Felix Ave,Ridgewood,11385,Queens County,New York City Geographic District #24,No,No,Yes,596,43.0,13.8,64.9,39 (6.5%),9 (1.5%),526 (88.3%),19 (3.2%),,75th Percentile,0,0,1,0,False,1,0
559,1476,Ps 38 George Cromwell,Public,421 Lincoln Ave,Staten Island,10306,Richmond County,New York City Geographic District #31,No,No,Yes,362,29.0,12.4,69.1,158 (43.6%),13 (3.6%),113 (31.2%),68 (18.8%),,75th Percentile,0,0,1,0,False,1,0
560,1485,Ps 129 John H Finley,Public,425 W 130th St,New York,10027,New York County,New York City Geographic District # 5,No,No,Yes,414,39.0,10.6,90.1,8 (1.9%),205 (49.5%),181 (43.7%),8 (1.9%),,75th Percentile,0,0,1,0,True,0,1
561,1495,Ps 20 Anna Silver,Public,166 Essex St,New York,10002,New York County,New York City Geographic District # 1,No,No,Yes,482,34.0,14.1,65.1,22 (4.6%),65 (13.5%),242 (50.2%),137 (28.4%),,75th Percentile,0,0,1,0,False,1,0
562,1498,Ps 35 Nathaniel Woodhull,Public,191-02 90th Ave,Hollis,11423,Queens County,New York City Geographic District #29,No,No,Yes,670,39.0,17.1,82.7,20 (3.0%),216 (32.2%),176 (26.3%),184 (27.5%),,75th Percentile,0,0,1,0,True,0,1
563,1504,Ps 128 Bensonhurst,Public,2075 84th St,Brooklyn,11214,Kings County,New York City Geographic District #21,No,No,Yes,466,37.0,12.5,84.5,233 (50.0%),5 (1.1%),99 (21.2%),124 (26.6%),,75th Percentile,0,0,1,0,True,0,1
564,1505,Ps 25 Bilingual School,Public,811 E 149th St,Bronx,10455,Bronx County,New York City Geographic District # 7,No,No,Yes,546,46.0,11.8,94.3,6 (1.1%),58 (10.6%),475 (87.0%),4 (0.7%),,75th Percentile,0,0,1,0,True,0,1
565,1506,Ps 110,Public,43-18 97th Pl,Corona,11368,Queens County,New York City Geographic District #24,No,No,Yes,895,63.0,14.2,91.5,4 (0.4%),2 (0.2%),818 (91.4%),67 (7.5%),,75th Percentile,0,0,1,0,True,0,1
566,1507,New York City Academy For Discovery,Public,95-16 89th Ave,Woodhaven,11421,Queens County,New York City Geographic District #27,No,No,Yes,393,29.0,13.5,83.5,11 (2.8%),23 (5.9%),264 (67.2%),72 (18.3%),,75th Percentile,0,0,1,0,True,0,1
567,1508,Ps 236 Langston Hughes,Public,1871 Walton Ave,Bronx,10453,Bronx County,New York City Geographic District # 9,No,No,Yes,332,23.0,14.4,95.5,3 (0.9%),82 (24.7%),244 (73.5%),1 (0.3%),,75th Percentile,0,0,1,0,True,0,1
568,1510,Bilingual Bicultural School (The),Public,219 E 109th St,New York,10029,New York County,New York City Geographic District # 4,No,No,Yes,316,27.0,11.7,95.9,1 (0.3%),17 (5.4%),297 (94.0%),1 (0.3%),,75th Percentile,0,0,1,0,True,0,1
569,1511,Ps 503 School Of Discovery (The),Public,330 59th St,Brooklyn,11220,Kings County,New York City Geographic District #20,No,No,Yes,992,94.0,10.5,94.4,46 (4.6%),6 (0.6%),738 (74.4%),200 (20.2%),,75th Percentile,0,0,1,0,True,0,1
570,1514,New York City Montessori Charter School,"Public, Charter",423 E 138th St,Bronx,10454,Bronx County,New York City Montessori Charter School,Yes,No,Yes,283,53.0,5.3,97.5,5 (1.8%),85 (30.0%),186 (65.7%),0 (0.0%),,75th Percentile,0,0,1,0,True,0,1
571,1517,Ps 149 Christa McAuliffe,Public,93-11 34th Ave,Jackson Heights,11372,Queens County,New York City Geographic District #30,No,No,Yes,971,75.0,12.9,74.9,27 (2.8%),12 (1.2%),832 (85.7%),93 (9.6%),,75th Percentile,0,0,1,0,True,0,1
572,1518,Ps 40 Samuel Huntington,Public,109-20 Union Hall St,Jamaica,11433,Queens County,New York City Geographic District #28,No,No,Yes,389,32.0,12.1,88.4,20 (5.1%),209 (53.7%),100 (25.7%),19 (4.9%),,75th Percentile,0,0,1,0,True,0,1
573,1524,Bronx Charter School For The Arts,"Public, Charter",950 Longfellow Ave,Bronx,10474,Bronx County,Bronx Charter School For The Arts,Yes,No,Yes,431,31.0,13.8,76.3,3 (0.7%),99 (23.0%),321 (74.5%),1 (0.2%),,75th Percentile,0,0,1,0,True,0,1
574,1525,Ps 208 Elsa Ebeling,Public,4801 Ave D,Brooklyn,11203,Kings County,New York City Geographic District #18,No,No,Yes,359,30.0,11.9,87.2,6 (1.7%),324 (90.3%),20 (5.6%),5 (1.4%),,75th Percentile,0,0,1,0,True,0,1
575,1532,Ps 4 Duke Ellington,Public,500 W 160th St,New York,10032,New York County,New York City Geographic District # 6,No,No,Yes,502,43.0,11.6,86.9,0 (0.0%),38 (7.6%),447 (89.0%),11 (2.2%),,75th Percentile,0,0,1,0,True,0,1
576,1535,Ps 80 Thurgood Marshall Magnet School Of Multimedia (The),Public,171-05 137th Ave,Jamaica,11434,Queens County,New York City Geographic District #28,No,No,Yes,472,38.0,12.4,74.8,6 (1.3%),393 (83.3%),41 (8.7%),12 (2.5%),,75th Percentile,0,0,1,0,True,0,1
577,1536,Harbor View School (The),Public,300 Richmond Terr,Staten Island,10301,Richmond County,New York City Geographic District #31,No,No,Yes,299,23.0,13.0,60.2,43 (14.4%),100 (33.4%),125 (41.8%),3 (1.0%),,75th Percentile,0,0,1,0,False,1,0
578,1537,Ps 13 Roberto Clemente,Public,557 Pennsylvania Ave,Brooklyn,11207,Kings County,New York City Geographic District #19,No,No,Yes,452,40.0,11.2,94.0,11 (2.4%),297 (65.7%),116 (25.7%),14 (3.1%),,75th Percentile,0,0,1,0,True,0,1
579,1538,East Harlem Scholars Academy Charter School II,"Public, Charter",1573 Madison Ave-Rm 320,New York,10029,New York County,East Harlem Scholars Academy Charter School II,Yes,No,Yes,416,52.0,8.0,88.2,1 (0.2%),145 (34.9%),253 (60.8%),10 (2.4%),,75th Percentile,0,0,1,0,True,0,1
580,1539,Ps 179 Kensington,Public,202 Ave C,Brooklyn,11218,Kings County,New York City Geographic District #20,No,No,Yes,818,62.0,13.1,81.5,129 (15.8%),29 (3.5%),197 (24.1%),450 (55.0%),,75th Percentile,0,0,1,0,True,0,1
581,1540,Ps 3 Raul Julia Micro Society,Public,2100 Lafontaine Ave,Bronx,10457,Bronx County,New York City Geographic District #10,No,No,Yes,322,26.0,12.3,97.5,1 (0.3%),92 (28.6%),229 (71.1%),0 (0.0%),,75th Percentile,0,0,1,0,True,0,1
582,1542,Growing Up Green Charter School II,"Public, Charter",84-35 152nd St,Jamaica,11432,Queens County,Growing Up Green Charter School II,Yes,No,Yes,359,42.0,8.5,77.4,10 (2.8%),188 (52.4%),103 (28.7%),43 (12.0%),,75th Percentile,0,0,1,0,True,0,1
583,1545,Harlem Hebrew Language Academy Charter School,"Public, Charter",147 St Nicholas Ave,New York,10026,New York County,Harlem Hebrew Language Academy Charter School,Yes,No,Yes,494,31.0,16.1,68.4,98 (19.8%),190 (38.5%),195 (39.5%),4 (0.8%),,75th Percentile,0,0,1,0,False,1,0
584,1551,Ps 506 School Of Journalism And Technology (The),Public,330 59th St,Brooklyn,11220,Kings County,New York City Geographic District #20,No,No,Yes,784,66.0,11.8,93.4,31 (4.0%),6 (0.8%),504 (64.3%),240 (30.6%),,75th Percentile,0,0,1,0,True,0,1
585,1554,Ps 28 Wright Brothers,Public,475 W 155th St,New York,10032,New York County,New York City Geographic District # 6,No,No,Yes,593,57.0,10.4,90.7,25 (4.2%),79 (13.3%),479 (80.8%),4 (0.7%),,75th Percentile,0,0,1,0,True,0,1
586,1555,Ps 310 Marble Hill,Public,260 W Kingsbridge Rd,Bronx,10463,Bronx County,New York City Geographic District #10,No,No,Yes,675,51.0,13.2,93.5,16 (2.4%),68 (10.1%),575 (85.2%),12 (1.8%),,75th Percentile,0,0,1,0,True,0,1
587,1558,Ps 135 Sheldon A Brookner,Public,684 Linden Blvd,Brooklyn,11203,Kings County,New York City Geographic District #18,No,No,Yes,516,30.0,17.1,85.1,48 (9.3%),416 (80.6%),38 (7.4%),4 (0.8%),,75th Percentile,0,0,1,0,True,0,1
588,1565,Dos Puentes Elementary School,Public,185 Wadsworth Ave,New York,10033,New York County,New York City Geographic District # 6,No,No,Yes,412,33.0,12.4,65.3,77 (18.7%),11 (2.7%),316 (76.7%),1 (0.2%),,75th Percentile,0,0,1,0,False,1,0
589,1568,Pioneer Academy,Public,40-20 100th St,Corona,11368,Queens County,New York City Geographic District #24,No,No,Yes,901,63.0,14.2,94.9,10 (1.1%),7 (0.8%),858 (95.2%),19 (2.1%),,75th Percentile,0,0,1,0,True,0,1
590,1569,Brighter Choice Community School,Public,280 Hart St,Brooklyn,11206,Kings County,New York City Geographic District #16,No,No,Yes,313,22.0,14.2,79.2,22 (7.0%),185 (59.1%),97 (31.0%),3 (1.0%),,75th Percentile,0,0,1,0,True,0,1
591,1570,Jermaine L Green Stem Institute In Queens (The),Public,126-10 Bedell St,Jamaica,11434,Queens County,New York City Geographic District #28,No,No,Yes,574,41.0,14.0,79.4,4 (0.7%),472 (82.2%),53 (9.2%),3 (0.5%),,75th Percentile,0,0,1,0,True,0,1
592,1576,Ps 136 Roy Wilkins,Public,201-15 115th Ave,Saint Albans,11412,Queens County,New York City Geographic District #29,No,No,Yes,586,38.0,15.4,70.3,9 (1.5%),503 (85.8%),56 (9.6%),11 (1.9%),,75th Percentile,0,0,1,0,False,1,0
593,1578,School Of Science And Technology,Public,725 E 23rd St,Brooklyn,11210,Kings County,New York City Geographic District #22,No,No,Yes,654,46.0,14.2,75.8,31 (4.7%),379 (58.0%),185 (28.3%),49 (7.5%),,75th Percentile,0,0,1,0,True,0,1
594,1584,Children's Aid College Preparatory Charter School,"Public, Charter",1919 Prospect Ave,Bronx,10457,Bronx County,Children's Aid College Preparatory Charter School,Yes,No,Yes,586,56.0,10.4,76.3,9 (1.5%),251 (42.8%),307 (52.4%),5 (0.9%),,75th Percentile,0,0,1,0,True,0,1
595,1585,Ps 203 Floyd Bennett School,Public,5101 Ave M,Brooklyn,11234,Kings County,New York City Geographic District #22,No,No,Yes,675,49.0,13.8,64.9,24 (3.6%),495 (73.3%),72 (10.7%),48 (7.1%),,75th Percentile,0,0,1,0,False,1,0
596,1593,Riverside School For Makers And Artists (The),Public,300 W 61st St,New York,10023,New York County,New York City Geographic District # 3,No,No,Yes,562,55.0,10.2,67.8,96 (17.1%),175 (31.1%),240 (42.7%),39 (6.9%),,75th Percentile,0,0,1,0,False,1,0
597,1594,Star Academy Ps 63 (The),Public,121 E 3rd St,New York,10009,New York County,New York City Geographic District # 1,No,No,Yes,231,21.0,10.9,75.8,23 (10.0%),45 (19.5%),150 (64.9%),4 (1.7%),,75th Percentile,0,0,1,0,True,0,1
598,1596,Jamaica Children's School,Public,109-20 Union Hall St,Jamaica,11433,Queens County,New York City Geographic District #28,No,No,Yes,198,18.0,11.0,88.9,6 (3.0%),130 (65.7%),53 (26.8%),2 (1.0%),,75th Percentile,0,0,1,0,True,0,1
599,1597,Bronx Community Charter School,"Public, Charter",3170 Webster Ave,Bronx,10467,Bronx County,Bronx Community Charter School,Yes,No,Yes,509,58.0,8.7,86.8,19 (3.7%),121 (23.8%),345 (67.8%),16 (3.1%),,75th Percentile,0,0,1,0,True,0,1
600,1598,Young Leaders Elementary School,Public,468 E 140th St,Bronx,10454,Bronx County,New York City Geographic District # 7,No,No,Yes,248,27.0,9.1,97.6,4 (1.6%),39 (15.7%),203 (81.9%),0 (0.0%),,75th Percentile,0,0,1,0,True,0,1
601,1599,Ps 23 Carter G Woodson,Public,545 Willoughby Ave,Brooklyn,11206,Kings County,New York City Geographic District #14,No,No,Yes,283,28.0,10.1,89.0,4 (1.4%),144 (50.9%),125 (44.2%),1 (0.4%),,75th Percentile,0,0,1,0,True,0,1
602,1603,Ps 239,Public,17-15 Weirfield St,Ridgewood,11385,Kings County,No,No,No,(718) 417-2840,540,39.0,13.8,86.5,35 (6.5%),11 (2.0%),411 (76.1%),81 (15.0%),,75th Percentile,0,0,1,0,True,0,1
603,1606,Urban Scholars Community School,Public,1180 Tinton Ave,Bronx,10456,Bronx County,No,No,No,(718) 842-8133,299,29.0,10.3,95.7,2 (0.7%),134 (44.8%),155 (51.8%),3 (1.0%),,75th Percentile,0,0,1,0,True,0,1
604,1614,Ps 205 Fiorello Laguardia,Public,2475 Southern Blvd,Bronx,10458,Bronx County,No,No,No,(718) 584-6390,936,73.0,12.8,88.9,52 (5.6%),110 (11.8%),748 (79.9%),19 (2.0%),,75th Percentile,0,0,1,0,True,0,1
605,1618,Ps 82 Hammond,Public,88-02 144th St,Jamaica,11435,Bronx County,No,No,No,(718) 526-4139,650,44.0,14.7,80.0,6 (0.9%),37 (5.7%),436 (67.1%),140 (21.5%),,75th Percentile,0,0,1,0,True,0,1
606,1620,Ps 134 Hollis,Public,203-02 109th Ave,Hollis,11423,Bronx County,No,No,No,(718) 464-5544,340,29.0,11.7,68.2,4 (1.2%),253 (74.4%),56 (16.5%),10 (2.9%),,75th Percentile,0,0,1,0,False,1,0
607,1621,Ps 75 School Of Research And Discovery,Public,984 Faile St,Bronx,10459,Bronx County,No,No,No,(718) 860-1630,591,45.0,13.1,83.1,17 (2.9%),136 (23.0%),424 (71.7%),6 (1.0%),,75th Percentile,0,0,1,0,True,0,1
608,1628,Ps 88 Seneca,Public,60-85 Catalpa Ave,Ridgewood,11385,Kings County,No,No,No,(718) 821-8121,866,63.0,13.7,74.5,342 (39.5%),15 (1.7%),426 (49.2%),68 (7.9%),,75th Percentile,0,0,1,0,True,0,1
609,1629,Ps 148,Public,89-02 32nd Ave,East Elmhurst,11369,New York County,No,No,No,(718) 898-8181,803,63.0,12.7,74.7,22 (2.7%),7 (0.9%),654 (81.4%),117 (14.6%),,75th Percentile,0,0,1,0,True,0,1
610,1634,Ps 8 Luis Belliard,Public,465 W 167th St,New York,10032,New York County,No,No,No,(212) 928-4157,495,41.0,12.0,97.2,7 (1.4%),9 (1.8%),478 (96.6%),1 (0.2%),,75th Percentile,0,0,1,0,True,0,1
611,1643,Washington Heights Expeditionary Learning School,"Public, Alternative",511 W 182nd St,New York,10033,New York County,No,No,No,(212) 781-0524,870,68.0,12.7,80.6,30 (3.4%),30 (3.4%),794 (91.3%),10 (1.1%),,75th Percentile,0,0,1,0,True,0,1
612,1650,Ps 119 Amersfort,Public,3829 Ave K,Brooklyn,11210,Kings County,No,No,No,(718) 377-7696,446,31.0,14.3,70.9,18 (4.0%),262 (58.7%),67 (15.0%),82 (18.4%),,75th Percentile,0,0,1,0,False,1,0
613,1652,Ps 221 Toussaint L'Ouverture,Public,791 Empire Blvd,Brooklyn,11213,Bronx County,No,No,No,(718) 756-0122,271,14.0,19.3,80.8,5 (1.8%),236 (87.1%),30 (11.1%),0 (0.0%),,75th Percentile,0,0,1,0,True,0,1
614,1653,Ps 161 Crown (The),Public,330 Crown St,Brooklyn,11225,Bronx County,No,No,No,(718) 756-3100,366,22.0,16.6,91.5,4 (1.1%),297 (81.1%),41 (11.2%),1 (0.3%),,75th Percentile,0,0,1,0,True,0,1
615,1654,Ps 87,Public,1935 Bussing Ave,Bronx,10466,Bronx County,No,No,No,(718) 324-5188,592,37.0,15.9,73.6,12 (2.0%),406 (68.6%),112 (18.9%),24 (4.1%),,75th Percentile,0,0,1,0,True,0,1
616,1655,Ps 180 Hugo Newman,Public,370 W 120th St,New York,10027,New York County,No,No,No,(212) 678-2849,518,42.0,12.3,68.7,64 (12.4%),267 (51.5%),145 (28.0%),14 (2.7%),,75th Percentile,0,0,1,0,False,1,0
617,1657,Ps 346 Abe Stark,Public,1400 Pennsylvania Ave,Brooklyn,11239,Bronx County,No,No,No,(718) 642-3000,565,47.0,12.0,88.7,18 (3.2%),355 (62.8%),144 (25.5%),2 (0.4%),,75th Percentile,0,0,1,0,True,0,1
618,1661,New Bridges Elementary,Public,1025 Eastern Pkwy,Brooklyn,11213,Bronx County,No,No,No,(718) 363-8200,440,41.0,10.7,85.0,21 (4.8%),300 (68.2%),101 (23.0%),5 (1.1%),,75th Percentile,0,0,1,0,True,0,1
619,1665,Ps 139 Alexine A Fenty,Public,330 Rugby Rd,Brooklyn,11226,Kings County,No,No,No,(718) 282-5254,955,64.0,14.9,79.0,106 (11.1%),228 (23.9%),401 (42.0%),183 (19.2%),,75th Percentile,0,0,1,0,True,0,1
620,1676,Ps 86 Irvington (The),Public,220 Irving Ave,Brooklyn,11237,New York County,No,No,No,(718) 574-0252,354,29.0,12.2,95.8,7 (2.0%),3 (0.8%),336 (94.9%),7 (2.0%),,75th Percentile,0,0,1,0,True,0,1
621,1677,Ps 127 Aerospace Science Magnet School,Public,98-01 25th Ave,East Elmhurst,11369,New York County,No,No,No,(718) 446-4700,1264,89.0,14.1,85.4,22 (1.7%),123 (9.7%),946 (74.8%),160 (12.7%),,75th Percentile,0,0,1,0,True,0,1
622,1680,Ps 92 Mary McLeod Bethune,Public,222 W 134th St,New York,10030,New York County,No,No,No,(212) 690-5915,260,24.0,10.8,98.1,4 (1.5%),166 (63.8%),86 (33.1%),2 (0.8%),,75th Percentile,0,0,1,0,True,0,1
623,1681,Ps 89,Public,980 Mace Ave,Bronx,10469,Bronx County,No,No,No,(718) 653-0835,1552,91.0,17.0,76.6,229 (14.8%),308 (19.8%),840 (54.1%),150 (9.7%),,75th Percentile,0,0,1,0,True,0,1
624,1682,Ps 178 Saint Clair McKelway,Public,2163 Dean St,Brooklyn,11233,New York County,No,No,No,(718) 495-7768,342,25.0,13.6,84.5,12 (3.5%),263 (76.9%),49 (14.3%),6 (1.8%),,75th Percentile,0,0,1,0,True,0,1
625,1683,Grant Avenue Elementary School,Public,250 E 164th St,Bronx,10456,Bronx County,No,No,No,(718) 681-6288,449,40.0,11.2,93.3,7 (1.6%),130 (29.0%),282 (62.8%),20 (4.5%),,75th Percentile,0,0,1,0,True,0,1
626,1685,Bronx Little School,Public,1827 Archer St,Bronx,10460,Bronx County,No,No,No,(718) 792-2650,309,24.0,12.8,88.0,3 (1.0%),49 (15.9%),201 (65.0%),47 (15.2%),,75th Percentile,0,0,1,0,True,0,1
627,1689,Ps 121 Throop,Public,2750 Throop Ave,Bronx,10469,Bronx County,No,No,No,(718) 654-2055,829,59.0,14.0,69.5,46 (5.5%),449 (54.2%),256 (30.9%),67 (8.1%),,75th Percentile,0,0,1,0,False,1,0
628,1691,Ps 30 Hernandez/Hughes,Public,144-176 E 128th St,New York,10035,New York County,No,No,No,(212) 876-1825,251,34.0,7.3,93.2,8 (3.2%),102 (40.6%),135 (53.8%),2 (0.8%),,75th Percentile,0,0,1,0,True,0,1
629,1692,Ps 15 Jackie Robinson,Public,121-15 Lucas St,Springfield Gardens,11413,Bronx County,No,No,No,(718) 525-1670,433,25.0,17.3,73.0,1 (0.2%),387 (89.4%),33 (7.6%),1 (0.2%),,75th Percentile,0,0,1,0,True,0,1
630,1699,Helen M Marshall School,Public,110-08 Northern Blvd,Corona,11368,Kings County,No,No,No,(718) 505-5110,567,45.0,12.5,92.8,4 (0.7%),21 (3.7%),503 (88.7%),35 (6.2%),,75th Percentile,0,0,1,0,True,0,1
631,1705,Ps 268 Emma Lazarus,Public,133 E 53rd St,Brooklyn,11203,Kings County,New York City Geographic District #18,No,No,Yes,340,29.0,11.7,80.0,8 (2.4%),305 (89.7%),25 (7.4%),0 (0.0%),,75th Percentile,0,0,1,0,True,0,1
632,1708,Ps 19 Marino Jeantet,Public,98-02 Roosevelt Ave,Corona,11368,Queens County,New York City Geographic District #24,No,No,Yes,1893,139.0,13.6,88.2,11 (0.6%),8 (0.4%),"1,771 (93.6%)",96 (5.1%),,75th Percentile,0,0,1,0,True,0,1
633,1709,Ps 256 Benjamin Banneker,Public,114 Kosciusko St,Brooklyn,11216,Kings County,New York City Geographic District #13,No,No,Yes,246,14.0,17.5,97.2,6 (2.4%),172 (69.9%),64 (26.0%),1 (0.4%),,75th Percentile,0,0,1,0,True,0,1
634,1710,Ps 93 William H Prescott,Public,31 New York Ave,Brooklyn,11216,Kings County,New York City Geographic District #13,No,No,Yes,220,19.0,11.5,95.0,1 (0.5%),145 (65.9%),21 (9.5%),40 (18.2%),,75th Percentile,0,0,1,0,True,0,1
635,1711,Ps 7 Abraham Lincoln,Public,858 Jamaica Ave,Brooklyn,11208,Kings County,New York City Geographic District #19,No,No,Yes,828,55.0,15.0,91.1,20 (2.4%),60 (7.2%),682 (82.4%),45 (5.4%),,75th Percentile,0,0,1,0,True,0,1
636,1715,Ps 219 Kennedy-King,Public,1060 Clarkson Ave,Brooklyn,11212,Kings County,New York City Geographic District #18,No,No,Yes,433,34.0,12.7,78.8,9 (2.1%),362 (83.6%),50 (11.5%),2 (0.5%),,75th Percentile,0,0,1,0,True,0,1
637,1716,Ps 128 Audubon,Public,560 W 169th St,New York,10032,New York County,New York City Geographic District # 6,No,No,Yes,591,49.0,12.0,90.7,15 (2.5%),22 (3.7%),543 (91.9%),6 (1.0%),,75th Percentile,0,0,1,0,True,0,1
638,1718,Ps 134 Henrietta Szold,Public,293 E Broadway,New York,10002,New York County,New York City Geographic District # 1,No,No,Yes,274,26.0,10.5,91.6,9 (3.3%),72 (26.3%),163 (59.5%),24 (8.8%),,75th Percentile,0,0,1,0,True,0,1
639,1720,Ps 398 Walter Weaver,Public,60 E 94th St,Brooklyn,11212,Kings County,New York City Geographic District #17,No,No,Yes,284,28.0,10.1,96.1,6 (2.1%),230 (81.0%),35 (12.3%),2 (0.7%),,75th Percentile,0,0,1,0,True,0,1
640,1723,Ps 92 Harry T Stewart Senior,"Public, Magnet",99-01 34th Ave,Corona,11368,Queens County,New York City Geographic District #30,No,Yes,Yes,899,68.0,13.2,80.0,4 (0.4%),7 (0.8%),874 (97.2%),11 (1.2%),,75th Percentile,0,0,1,0,True,0,1
641,1730,Ps 291,Public,2195 Andrews Ave,Bronx,10453,Bronx County,New York City Geographic District #10,No,No,Yes,598,47.0,12.7,99.8,2 (0.3%),45 (7.5%),547 (91.5%),4 (0.7%),,75th Percentile,0,0,1,0,True,0,1
642,1733,Brooklyn Arts And Science Elementary School,Public,443 St Marks Ave,Brooklyn,11238,Kings County,New York City Geographic District #17,No,No,Yes,362,26.0,13.9,66.0,69 (19.1%),161 (44.5%),105 (29.0%),17 (4.7%),,75th Percentile,0,0,1,0,False,1,0
643,1736,Ps 146 Edward Collins,Public,968 Cauldwell Ave,Bronx,10456,Bronx County,New York City Geographic District # 8,No,No,Yes,369,31.0,11.9,96.7,3 (0.8%),142 (38.5%),217 (58.8%),0 (0.0%),,75th Percentile,0,0,1,0,True,0,1
644,1741,Key Collegiate Charter School,"Public, Charter",257 Chester St,Brooklyn,11212,Kings County,Key Collegiate Charter School,Yes,No,Yes,113,10.0,11.3,99.1,4 (3.5%),82 (72.6%),26 (23.0%),1 (0.9%),,75th Percentile,0,0,1,0,True,0,1
645,1742,Ps 159 Luis Mumoz Marin Biling,Public,2315 Washington Ave,Bronx,10457,Bronx County,New York City Geographic District #10,No,No,Yes,195,14.0,13.9,86.7,3 (1.5%),24 (12.3%),166 (85.1%),0 (0.0%),,75th Percentile,0,0,1,0,True,0,1
646,1743,Ps 41 Gun Hill Road,Public,3352 Olinville Ave,Bronx,10467,Bronx County,New York City Geographic District #11,No,No,Yes,860,61.0,14.0,96.5,24 (2.8%),425 (49.4%),389 (45.2%),15 (1.7%),,75th Percentile,0,0,1,0,True,0,1
